id,date,contact,description,cash Check CC,check Number,account,debit Amount,credit Amount,ref Number,type
413,2021-07-09,,Edit Inventory Item - DeGreaser,none,0,400.3 - Inventory Adj,2.95,0.00,88,Inventory
416,2021-07-10,Farmers Mkt,Sales Receipt,none,0,101.0 - Cash Drawer,87.00,0.00,42,Sales
417,2021-07-10,Farmers Mkt,Sales Receipt,none,0,400.1 - Revenue,0.00,87.00,42,Sales
418,2021-07-10,Farmers Mkt,Sales Receipt,none,0,120.0 - Inventory,0.00,32.49,42,Sales
419,2021-07-10,Farmers Mkt,Sales Receipt,none,0,400.6 - Inventory COS,32.49,0.00,42,Sales
430,2021-07-03,Farmers Mkt,Sales Receipt,none,0,101.0 - Cash Drawer,25.00,0.00,44,Sales
431,2021-07-03,Farmers Mkt,Sales Receipt,none,0,400.1 - Revenue,0.00,25.00,44,Sales
432,2021-07-03,Farmers Mkt,Sales Receipt,none,0,120.0 - Inventory,0.00,10.47,44,Sales
433,2021-07-03,Farmers Mkt,Sales Receipt,none,0,400.6 - Inventory COS,10.47,0.00,44,Sales
448,2021-07-16,,Edit Inventory Item - Ibormieth 1.5 oz,none,0,120.0 - Inventory,0.00,8.25,19,Inventory
449,2021-07-16,,Edit Inventory Item - Ibormieth 1.5 oz,none,0,400.3 - Inventory Adj,8.25,0.00,19,Inventory
450,2021-07-16,,Edit Inventory Item - Ibormeith Salve 1.5 oz,none,0,120.0 - Inventory,5.58,0.00,184,Inventory
451,2021-07-16,,Edit Inventory Item - Ibormeith Salve 1.5 oz,none,0,400.3 - Inventory Adj,0.00,5.58,184,Inventory
452,2021-07-17,,Add Inventory Item - Tea Homegrown 1/2 oz,none,0,120.0 - Inventory,30.00,0.00,187,Inventory
453,2021-07-17,,Add Inventory Item - Tea Homegrown 1/2 oz,none,0,400.3 - Inventory Adj,0.00,30.00,187,Inventory
454,2021-07-17,,Edit Inventory Item - Tea Homegrown 1/2 oz,none,0,120.0 - Inventory,0.00,27.00,187,Inventory
455,2021-07-17,,Edit Inventory Item - Tea Homegrown 1/2 oz,none,0,400.3 - Inventory Adj,27.00,0.00,187,Inventory
456,2021-07-17,Farmers Mkt,Sales Receipt,Cash,0,101.0 - Cash Drawer,46.00,0.00,47,Sales
457,2021-07-17,Farmers Mkt,Sales Receipt,Cash,0,400.1 - Revenue,0.00,46.00,47,Sales
458,2021-07-17,Farmers Mkt,Sales Receipt,Cash,0,120.0 - Inventory,0.00,14.76,47,Sales
459,2021-07-17,Farmers Mkt,Sales Receipt,Cash,0,400.6 - Inventory COS,14.76,0.00,47,Sales
462,2021-07-17,Farmers Mkt,fees,none,0,101.0 - Cash Drawer,0.00,7.00,61,Cash
463,2021-07-17,Farmers Mkt,fees,none,0,400.7 - Fees COS,7.00,0.00,61,Cash
466,2021-07-16,Owens hardware,brackets,none,0,101.2 - Western State Bank - Checking,0.00,6.02,63,Cash
467,2021-07-16,Owens hardware,brackets,none,0,530.9 - Household,6.02,0.00,63,Cash
468,2021-07-16,CRVS,cigs,none,0,101.2 - Western State Bank - Checking,0.00,9.82,64,Cash
469,2021-07-16,CRVS,cigs,none,0,530.9 - Household,9.82,0.00,64,Cash
470,2021-07-16,WellCare,Diabetes stuff,none,0,101.2 - Western State Bank - Checking,0.00,39.40,65,Cash
471,2021-07-16,WellCare,Diabetes stuff,none,0,530.3 - Medical Exps,39.40,0.00,65,Cash
472,2021-07-16,Krien Pharm,Diabetes stuff,none,0,101.2 - Western State Bank - Checking,0.00,45.23,66,Cash
473,2021-07-16,Krien Pharm,Diabetes stuff,none,0,530.3 - Medical Exps,45.23,0.00,66,Cash
486,2020-12-30,Inventory,fix jojoba adj,none,0,400.3 - Inventory Adj,0.00,20014.28,6,General
487,2020-12-30,Inventory,fix jojoba adj,none,0,300.1 - Pre period adjustments,20014.28,0.00,6,General
488,2021-07-21,,Edit Inventory Item - Tea Homegrown 1/2 oz,none,0,120.0 - Inventory,2.50,0.00,187,Inventory
489,2021-07-21,,Edit Inventory Item - Tea Homegrown 1/2 oz,none,0,400.3 - Inventory Adj,0.00,2.50,187,Inventory
492,2021-06-03,Western State Bank,adj to bal 1418.92,none,0,300.1 - Pre period adjustments,0.00,1418.92,18,Cash
493,2021-06-03,Western State Bank,adj to bal 1418.92,none,0,101.3 - Western St Bank - Savings,1418.92,0.00,18,Cash
496,2021-07-23,,Edit Inventory Item - Lemon Oil 1/2 oz,none,0,120.0 - Inventory,4.75,0.00,80,Inventory
497,2021-07-23,,Edit Inventory Item - Lemon Oil 1/2 oz,none,0,400.3 - Inventory Adj,0.00,4.75,80,Inventory
498,2021-07-23,,Edit Inventory Item - Silkie Shampoo 12oz,none,0,120.0 - Inventory,0.00,5.92,69,Inventory
499,2021-07-23,,Edit Inventory Item - Silkie Shampoo 12oz,none,0,400.3 - Inventory Adj,5.92,0.00,69,Inventory
500,2021-07-23,,Recipe Creation - Labor,none,0,120.0 - Inventory,0.00,0.00,34,Recipe
501,2021-07-23,,Recipe Creation - Labor,none,0,220.0 - Labor Production,0.00,0.00,34,Recipe
506,2021-06-07,Steam,tyto eco,none,0,101.2 - Western State Bank - Checking,0.00,7.65,27,Cash
507,2021-06-07,Steam,tyto eco,none,0,530.9 - Household,7.65,0.00,27,Cash
508,2021-06-25,Right Rope,macrame rope,none,0,101.2 - Western State Bank - Checking,0.00,42.99,32,Cash
509,2021-06-25,Right Rope,macrame rope,none,0,530.9 - Household,42.99,0.00,32,Cash
510,2021-06-25,Owens hardware,shelving,none,0,101.2 - Western State Bank - Checking,0.00,116.05,34,Cash
511,2021-06-25,Owens hardware,shelving,none,0,530.9 - Household,116.05,0.00,34,Cash
514,2021-07-23,,Home Value,none,0,130.0 - 411 E Washington,50000.00,0.00,9,General
515,2021-07-23,,Home Value,none,0,300.1 - Pre period adjustments,0.00,50000.00,9,General
518,2021-07-28,Bernadette,Purchasing Receipt,none,0,120.0 - Inventory,19.50,0.00,24,Purchasing
519,2021-07-28,Bernadette,Purchasing Receipt,none,0,101.1 - Petty Cash,0.00,19.50,24,Purchasing
520,2021-07-30,,Edit Inventory Item - Tea Homegrown 1/2 oz,none,0,120.0 - Inventory,2.00,0.00,187,Inventory
521,2021-07-30,,Edit Inventory Item - Tea Homegrown 1/2 oz,none,0,400.3 - Inventory Adj,0.00,2.00,187,Inventory
522,2021-07-31,Farmers Mkt,Sales Receipt,none,0,101.0 - Cash Drawer,53.00,0.00,48,Sales
523,2021-07-31,Farmers Mkt,Sales Receipt,none,0,400.1 - Revenue,0.00,53.00,48,Sales
524,2021-07-31,Farmers Mkt,Sales Receipt,none,0,120.0 - Inventory,0.00,19.00,48,Sales
525,2021-07-31,Farmers Mkt,Sales Receipt,none,0,400.6 - Inventory COS,19.00,0.00,48,Sales
528,2021-07-23,SWTOR,starwars - paypal,none,0,101.2 - Western State Bank - Checking,0.00,16.41,67,Cash
529,2021-07-23,SWTOR,starwars - paypal,none,0,530.9 - Household,16.41,0.00,67,Cash
530,2021-07-27,Vudu,movie,none,0,101.2 - Western State Bank - Checking,0.00,14.99,68,Cash
531,2021-07-27,Vudu,movie,none,0,530.9 - Household,14.99,0.00,68,Cash
532,2021-07-28,Melvin Dunn,dentist,none,0,101.2 - Western State Bank - Checking,0.00,148.00,69,Cash
533,2021-07-28,Melvin Dunn,dentist,none,0,530.3 - Medical Exps,148.00,0.00,69,Cash
534,2021-07-28,academia,yearly fee,none,0,101.2 - Western State Bank - Checking,0.00,99.00,70,Cash
535,2021-07-28,academia,yearly fee,none,0,530.9 - Household,99.00,0.00,70,Cash
536,2021-07-30,Western State Bank,fee,none,0,101.2 - Western State Bank - Checking,0.00,3.50,71,Cash
537,2021-07-30,Western State Bank,fee,none,0,530.9 - Household,3.50,0.00,71,Cash
538,2021-08-02,Western State Bank,square fee,none,0,101.2 - Western State Bank - Checking,0.00,1.01,72,Cash
539,2021-08-02,Western State Bank,square fee,none,0,400.7 - Fees COS,1.01,0.00,72,Cash
542,2021-08-02,Amazon,gift,none,0,101.2 - Western State Bank - Checking,0.00,50.00,74,Cash
543,2021-08-02,Amazon,gift,none,0,530.9 - Household,50.00,0.00,74,Cash
544,2021-08-03,social security,ss,none,0,101.2 - Western State Bank - Checking,954.00,0.00,75,Cash
545,2021-08-03,social security,ss,none,0,410.0 - Social Security pmnt,0.00,954.00,75,Cash
546,2021-08-03,Krien Pharm,Diabetes stuff,none,0,101.2 - Western State Bank - Checking,0.00,22.27,76,Cash
547,2021-08-03,Krien Pharm,Diabetes stuff,none,0,530.3 - Medical Exps,22.27,0.00,76,Cash
566,2021-08-07,Farmers Mkt,fees and taxes,none,0,101.1 - Petty Cash,0.00,31.65,79,Cash
567,2021-08-07,Farmers Mkt,fees and taxes,none,0,400.7 - Fees COS,31.65,0.00,79,Cash
582,2021-08-14,,Edit Inventory Item - Neroli Oil 5th,none,0,120.0 - Inventory,0.00,1.58,70,Inventory
583,2021-08-14,,Edit Inventory Item - Neroli Oil 5th,none,0,400.3 - Inventory Adj,1.58,0.00,70,Inventory
584,2021-08-18,,Edit Inventory Item - Smudge stick sage,none,0,120.0 - Inventory,45.00,0.00,202,Inventory
585,2021-08-18,,Edit Inventory Item - Smudge stick sage,none,0,400.3 - Inventory Adj,0.00,45.00,202,Inventory
586,2021-08-18,,Edit Inventory Item - Smudge stick sage,none,0,120.0 - Inventory,0.00,36.00,202,Inventory
587,2021-08-18,,Edit Inventory Item - Smudge stick sage,none,0,400.3 - Inventory Adj,36.00,0.00,202,Inventory
588,2021-08-14,Farmers Mkt,Sales Receipt,Cash,0,101.0 - Cash Drawer,50.00,0.00,50,Sales
589,2021-08-14,Farmers Mkt,Sales Receipt,Cash,0,400.1 - Revenue,0.00,50.00,50,Sales
590,2021-08-14,Farmers Mkt,Sales Receipt,Cash,0,120.0 - Inventory,0.00,12.04,50,Sales
591,2021-08-14,Farmers Mkt,Sales Receipt,Cash,0,400.6 - Inventory COS,12.04,0.00,50,Sales
592,2021-08-13,Western State Bank,transfer fee,none,0,101.2 - Western State Bank - Checking,0.00,10.00,84,Cash
593,2021-08-13,Western State Bank,transfer fee,none,0,530.9 - Household,10.00,0.00,84,Cash
594,2021-08-13,Amazon,books -,none,0,101.2 - Western State Bank - Checking,0.00,43.65,85,Cash
595,2021-08-13,Amazon,books -,none,0,530.9 - Household,43.65,0.00,85,Cash
596,2021-08-09,Farmers Mkt,square fees,none,0,101.2 - Western State Bank - Checking,0.00,0.36,82,Cash
597,2021-08-09,Farmers Mkt,square fees,none,0,400.7 - Fees COS,0.36,0.00,82,Cash
614,2021-08-13,Western State Bank,transfer,none,0,101.3 - Western St Bank - Savings,0.00,800.00,80,Cash
615,2021-08-13,Western State Bank,transfer,none,0,101.2 - Western State Bank - Checking,800.00,0.00,80,Cash
618,2021-08-10,Bank West,Loan mtg,none,0,101.2 - Western State Bank - Checking,0.00,350.00,86,Cash
619,2021-08-10,Bank West,Loan mtg,none,0,230.1 - BankWest Mtg Loan,350.00,0.00,86,Cash
620,2021-08-04,Western State Bank,monthly transfer,none,0,101.2 - Western State Bank - Checking,0.00,56.00,78,Cash
621,2021-08-04,Western State Bank,monthly transfer,none,0,101.3 - Western St Bank - Savings,56.00,0.00,78,Cash
628,2021-08-06,Bank West,Jason rent,none,0,420.1 - Rent Income,0.00,350.00,10,General
629,2021-08-06,Bank West,loan mtg,none,0,230.1 - BankWest Mtg Loan,350.00,0.00,10,General
646,2021-08-02,Farmers Mkt,square purchase,none,0,101.2 - Western State Bank - Checking,35.00,0.00,87,Cash
647,2021-08-02,Farmers Mkt,square purchase,none,0,101.1 - Petty Cash,0.00,35.00,87,Cash
650,2021-08-04,St Francis Supers,Food,none,0,101.2 - Western State Bank - Checking,0.00,24.95,89,Cash
651,2021-08-04,St Francis Supers,Food,none,0,530.9 - Household,24.95,0.00,89,Cash
654,2021-08-09,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,20.38,91,Cash
655,2021-08-09,St Francis Supers,food,none,0,530.9 - Household,20.38,0.00,91,Cash
656,2021-08-09,Aetna Health Ins,health ins,none,0,101.2 - Western State Bank - Checking,0.00,102.38,92,Cash
657,2021-08-09,Aetna Health Ins,health ins,none,0,530.3 - Medical Exps,102.38,0.00,92,Cash
658,2021-08-10,Vudu,movie,none,0,101.2 - Western State Bank - Checking,0.00,9.99,93,Cash
659,2021-08-10,Vudu,movie,none,0,530.9 - Household,9.99,0.00,93,Cash
662,2021-08-12,Western State Bank,deposit,none,0,101.2 - Western State Bank - Checking,100.00,0.00,95,Cash
663,2021-08-12,Western State Bank,deposit,none,0,101.1 - Petty Cash,0.00,100.00,95,Cash
664,2021-08-12,Bonnie,bonnie,none,0,101.2 - Western State Bank - Checking,117.74,0.00,96,Cash
665,2021-08-12,Bonnie,bonnie,none,0,420.2 - Bonnie Income,0.00,117.74,96,Cash
666,2021-08-13,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,31.44,97,Cash
667,2021-08-13,St Francis Supers,food,none,0,530.9 - Household,31.44,0.00,97,Cash
672,2021-08-18,WellCare,prescription ins,none,0,101.2 - Western State Bank - Checking,0.00,39.40,100,Cash
673,2021-08-18,WellCare,prescription ins,none,0,530.3 - Medical Exps,39.40,0.00,100,Cash
674,2021-08-20,majestic,cigs,none,0,101.2 - Western State Bank - Checking,0.00,17.52,101,Cash
675,2021-08-20,majestic,cigs,none,0,530.9 - Household,17.52,0.00,101,Cash
676,2021-08-20,Vudu,movie,none,0,101.2 - Western State Bank - Checking,0.00,19.99,102,Cash
677,2021-08-20,Vudu,movie,none,0,530.9 - Household,19.99,0.00,102,Cash
682,2021-05-28,Western State Bank,beg bal 5/39/21,none,0,101.2 - Western State Bank - Checking,1133.33,0.00,104,Cash
683,2021-05-28,Western State Bank,beg bal 5/39/21,none,0,300.1 - Pre period adjustments,0.00,1133.33,104,Cash
684,2021-06-01,Nature In A Bottle,pd inv #,none,0,101.2 - Western State Bank - Checking,0.00,230.78,3,Cash
685,2021-06-01,Nature In A Bottle,pd inv #,none,0,210.0 - Accounts Payable,230.78,0.00,3,Cash
686,2021-06-01,Nature In A Bottle,pd inv #,none,0,101.2 - Western State Bank - Checking,0.00,2.08,3,Cash
687,2021-06-01,Nature In A Bottle,pd inv #,none,0,400.7 - Fees COS,2.08,0.00,3,Cash
688,2021-07-12,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,52.12,62,Cash
689,2021-07-12,St Francis Supers,food,none,0,530.9 - Household,52.12,0.00,62,Cash
692,2021-06-16,Dollar General,Household,none,0,101.2 - Western State Bank - Checking,0.00,16.81,105,Cash
693,2021-06-16,Dollar General,Household,none,0,530.9 - Household,16.81,0.00,105,Cash
696,2021-06-01,Inventory,Beg bal 6-1-21,none,0,120.0 - Inventory,3067.66,0.00,11,General
697,2021-06-01,Inventory,Beg bal 6-1-21,none,0,300.1 - Pre period adjustments,0.00,3067.66,11,General
698,2021-06-02,Internal,adj inv to actual,none,0,120.0 - Inventory,0.00,432.63,2,General
699,2021-06-02,Internal,adjust inv to actual,none,0,300.1 - Pre period adjustments,432.63,0.00,2,General
700,2021-05-29,,Edit Inventory Item - delete this,none,0,120.0 - Inventory,0.00,105.69,104,Inventory
701,2021-05-29,,Edit Inventory Item - delete this,none,0,300.1 - Pre period adjustments,105.69,0.00,104,Inventory
702,2021-06-02,,Edit Inventory Item - Chamomile Oil,none,0,120.0 - Inventory,0.00,231.00,108,Inventory
703,2021-06-02,,Edit Inventory Item - Chamomile Oil,none,0,300.1 - Pre period adjustments,231.00,0.00,108,Inventory
716,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,48.00,57,Inventory
717,2021-05-31,,Edit Inventory Item,none,0,300.1 - Pre period adjustments,48.00,0.00,57,Inventory
718,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,48.00,0.00,57,Inventory
719,2021-05-31,,Edit Inventory Item,none,0,300.1 - Pre period adjustments,0.00,48.00,57,Inventory
720,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,39.00,57,Inventory
721,2021-05-31,,Edit Inventory Item,none,0,300.1 - Pre period adjustments,39.00,0.00,57,Inventory
722,2021-08-23,,Edit Inventory Item - Caridwen 1.5 oz,none,0,120.0 - Inventory,0.00,4.25,7,Inventory
723,2021-08-23,,Edit Inventory Item - Caridwen 1.5 oz,none,0,400.3 - Inventory Adj,4.25,0.00,7,Inventory
732,2021-08-21,Farmers Mkt,fees,none,0,101.1 - Petty Cash,0.00,9.50,106,Cash
733,2021-08-21,Farmers Mkt,fees,none,0,400.7 - Fees COS,9.50,0.00,106,Cash
734,2021-08-23,,Edit Inv Item - Airmieth Oil 1/2 oz,none,0,120.0 - Inventory,3.00,0.00,203,Inventory
735,2021-08-23,,Edit Inv Item - Airmieth Oil 1/2 oz,none,0,400.3 - Inventory Adj,0.00,3.00,203,Inventory
736,2021-08-17,Vision Source,glasses,Check,1228,101.2 - Western State Bank - Checking,0.00,78.47,98,Cash
737,2021-08-17,Vision Source,glasses,Check,1228,530.3 - Medical Exps,78.47,0.00,98,Cash
742,2021-08-02,Muslinbag,Purchasing Receipt,none,0,120.0 - Inventory,42.35,0.00,25,Purchasing
743,2021-08-02,Muslinbag,Purchasing Receipt,none,0,101.2 - Western State Bank - Checking,0.00,42.35,25,Purchasing
744,2021-07-08,Farmers Mkt,Bank Deposit,none,0,101.0 - Cash Drawer,0.00,26.00,22,Cash
745,2021-07-08,Farmers Mkt,Bank Deposit,none,0,101.1 - Petty Cash,26.00,0.00,22,Cash
746,2021-07-08,Farmers Mkt,Bank Deposit,none,0,101.0 - Cash Drawer,0.00,34.00,22,Cash
747,2021-07-08,Farmers Mkt,Bank Deposit,none,0,101.1 - Petty Cash,34.00,0.00,22,Cash
748,2021-07-08,Farmers Mkt,Bank Deposit,none,0,101.0 - Cash Drawer,0.00,233.00,22,Cash
749,2021-07-08,Farmers Mkt,Bank Deposit,none,0,101.1 - Petty Cash,233.00,0.00,22,Cash
750,2021-07-08,Farmers Mkt,Bank Deposit,none,0,101.0 - Cash Drawer,0.00,65.65,22,Cash
751,2021-07-08,Farmers Mkt,Bank Deposit,none,0,101.1 - Petty Cash,65.65,0.00,22,Cash
760,2021-08-11,Amazon,books -,Check,99999,101.2 - Western State Bank - Checking,0.00,38.05,94,Cash
761,2021-08-11,Amazon,books -,Check,99999,530.9 - Household,38.05,0.00,94,Cash
764,2021-08-18,St Francis Supers,food,Credit Card,99999,101.2 - Western State Bank - Checking,0.00,20.60,99,Cash
765,2021-08-18,St Francis Supers,food,Credit Card,99999,530.9 - Household,20.60,0.00,99,Cash
768,2021-08-25,,Edit Inv Item - Jars 1.5 oz clear act to actual,none,0,120.0 - Inventory,0.00,20.60,204,Inventory
769,2021-08-25,,Edit Inv Item - Jars 1.5 oz clear adj to actual,none,0,400.3 - Inventory Adj,20.60,0.00,204,Inventory
770,2021-08-24,costco,food,Check,99999,101.2 - Western State Bank - Checking,0.00,108.34,107,Cash
771,2021-08-24,costco,food,Check,99999,530.9 - Household,108.34,0.00,107,Cash
772,2021-08-13,David Padgett,loan bank transfer,Check,99999,101.2 - Western State Bank - Checking,0.00,800.00,83,Cash
773,2021-08-13,David Padgett,loan bank transfer,Check,99999,110.0 - Account Receivables,800.00,0.00,83,Cash
774,2021-08-21,Farmers Mkt,Sales Receipt,Cash,0,101.0 - Cash Drawer,50.00,0.00,52,Sales
775,2021-08-21,Farmers Mkt,Sales Receipt,Cash,0,400.1 - Revenue,0.00,50.00,52,Sales
776,2021-08-21,Farmers Mkt,Sales Receipt,Cash,0,120.0 - Inventory,0.00,15.88,52,Sales
777,2021-08-21,Farmers Mkt,Sales Receipt,Cash,0,400.6 - Inventory COS,15.88,0.00,52,Sales
778,2021-08-21,Farmers Mkt,Sales Receipt,Cash,0,101.0 - Cash Drawer,50.00,0.00,52,Sales
779,2021-08-21,Farmers Mkt,Sales Receipt,Cash,0,400.1 - Revenue,0.00,50.00,52,Sales
780,2021-08-21,Farmers Mkt,Sales Receipt,Cash,0,120.0 - Inventory,0.00,15.88,52,Sales
781,2021-08-21,Farmers Mkt,Sales Receipt,Cash,0,400.6 - Inventory COS,15.88,0.00,52,Sales
782,2021-08-25,,Recipe Creation - Labor,none,0,120.0 - Inventory,0.00,0.00,13,Recipe
783,2021-08-25,,Recipe Creation - Labor,none,0,220.0 - Labor Production,0.00,0.00,13,Recipe
801,2021-06-02,Nature In A Bottle,Purchasing Receipt,none,0,120.0 - Inventory,230.78,0.00,15,Purchasing
802,2021-06-02,Nature In A Bottle,Purchasing Receipt,none,0,210.0 - Accounts Payable,0.00,230.78,15,Purchasing
815,2021-08-26,,Edit Inv Item - Melissa infusion/jojo,none,0,120.0 - Inventory,0.00,4.04,205,Inventory
816,2021-08-26,,Edit Inv Item - Melissa infusion/jojo,none,0,400.3 - Inventory Adj,4.04,0.00,205,Inventory
817,2021-08-26,,Edit Inv Item - Eucalyptus Oil,none,0,120.0 - Inventory,0.00,44.01,206,Inventory
818,2021-08-26,,Edit Inv Item - Eucalyptus Oil,none,0,400.3 - Inventory Adj,44.01,0.00,206,Inventory
819,2021-08-26,Bonnie,sitting w/bonnie,Check,3560,101.2 - Western State Bank - Checking,110.82,0.00,108,Cash
820,2021-08-26,Bonnie,sitting w/bonnie,Check,3560,420.2 - Bonnie Income,0.00,110.82,108,Cash
825,2021-08-26,various,various,Cash,0,101.0 - Cash Drawer,0.00,240.00,109,Cash
826,2021-08-26,various,various,Cash,0,530.9 - Household,240.00,0.00,109,Cash
829,2021-08-26,various,various,none,0,101.1 - Petty Cash,0.00,264.82,110,Cash
